ts	imei	mwra	p.android.chrome	p.android.externalstorage	p.android.gm	p.android.packageinstaller	p.android.settings	p.android.documentsui	p.system	p.gms.persistent	p.android.gms	p.simulator	p.inputmethod.latin	p.android.vending	p.notifier	p.katana	p.browser.provider	p.olauncher	p.process.gapps	p.google	p.android.defcontainer	p.dogalize
2018-05-09 12:32:00	8630330696303481388	1.00000	12.19475	11.36093	12.84616	16.44938	9.37982	16.10550	12.43858	61.05782	0.00624	44.36196	42.79698	56.31536	0.55175	59.26007	10.12952	52.93854	99.70175	41.15825	60.88424	89.48628
2018-05-09 12:33:00	863033069630348784	1.00000	14.54425	12.19876	11.53360	15.87629	9.09007	14.15778	17.61349	42.45088	0.06512	51.56996	38.05818	56.01582	42.70333	84.90519	80.67598	89.29822	59.32226	56.38239	52.22959	24.16327
2018-05-09 12:34:00	8630330696303482105	0.00000	14.84545	15.86315	13.53672	14.45001	13.72673	11.83347	12.28126	41.07937	0.08798	33.61672	52.70162	57.71440	49.21798	16.31195	34.90445	88.76089	2.92289	68.04300	29.08296	39.54410
2018-05-09 12:35:00	3590433799317661065	0.00000	12.88641	14.64632	14.25396	12.44694	12.76017	13.47664	10.77886	61.51474	0.01242	61.24408	50.44258	47.12475	92.62024	64.04321	97.44673	93.50753	61.54731	85.09712	91.17649	7.85209
2018-05-09 12:36:00	8630330696303481909	1.00000	15.20156	9.96117	10.59565	15.48547	11.45901	9.56377	15.43384	37.48106	0.12565	36.87340	60.90608	30.88527	55.46747	29.68388	63.17199	52.08822	27.12675	6.40476	46.77303	32.36762
2018-05-09 12:37:00	863033069630348768	1.00000	11.44748	12.07530	11.75446	17.36823	6.05145	14.73514	19.23115	35.74117	0.00298	30.21426	63.54587	32.44975	68.50460	93.06918	3.47172	87.28611	55.71290	39.39843	39.30104	30.78738
2018-05-09 12:38:00	359043379931766387	0.00000	14.30150	12.53053	12.67739	13.25354	14.24270	12.04203	12.46205	53.15699	0.05107	32.48883	54.35984	41.73250	87.65092	91.81814	66.25110	58.34038	65.53315	41.61981	9.06984	61.08123
2018-05-09 12:39:00	8630330696303481107	1.00000	15.31582	14.26793	12.01731	12.58970	9.75801	14.39945	15.96162	48.16247	0.14086	45.22644	45.99194	39.65376	88.28205	48.97428	75.62390	68.00464	79.51257	14.66966	43.03284	59.57276
2018-05-09 12:40:00	3590433799317661164	0.00000	7.46987	17.18571	14.45614	14.95029	16.68192	15.38339	12.09487	51.42190	0.00010	52.92458	54.48086	43.16379	16.62165	42.44038	32.66708	8.29867	85.59406	14.75707	6.08944	17.29693
2018-05-09 12:41:00	3590433799317661842	0.00000	13.17309	12.76654	14.69959	16.36236	14.33641	13.06824	12.87510	54.40442	0.01656	38.04520	46.22195	55.04565	0.76132	37.57084	14.01497	5.37685	98.16524	53.81439	99.69073	46.43492
2018-05-09 12:42:00	8630330696303482188	0.00000	10.51886	12.90110	14.57568	15.89943	13.27610	14.94123	11.95497	46.07586	0.00118	72.28907	49.41377	42.39453	26.76365	29.80820	40.73319	17.00868	66.06293	25.14761	36.59655	62.51786
2018-05-09 12:43:00	863033069630348958	0.00000	11.31028	16.13381	15.76649	11.60847	10.97716	6.19653	10.37230	32.94758	0.00260	47.74933	59.08357	71.75375	83.07179	81.81290	94.06230	66.47736	31.45533	79.69355	87.47700	29.40016
2018-05-09 12:44:00	8630330696303482261	0.00000	12.20521	15.94551	12.43832	13.62401	15.18214	11.89588	11.12063	41.33934	0.00629	24.12642	77.77937	42.13997	22.19477	83.86062	39.12066	15.24161	45.41098	21.11620	65.38982	65.39540
2018-05-09 12:45:00	3590433799317661487	0.00000	17.02454	15.60457	13.79870	14.29668	13.51530	10.35272	8.50312	65.33660	0.77755	28.61786	63.41401	26.27267	19.48073	51.64712	68.46560	49.99842	56.59578	60.33155	25.02956	84.29937
2018-05-09 12:46:00	3590433799317661180	1.00000	12.39141	14.11713	11.29614	14.91829	8.27369	15.77074	18.39659	53.51983	0.00757	41.73175	74.52960	51.92684	63.50629	38.23373	76.96406	24.50304	89.61732	87.85432	67.38386	68.86722
2018-05-09 12:47:00	8630330696303481982	1.00000	12.12056	14.43394	11.85292	14.03519	13.42562	11.21565	14.03647	53.02290	0.00581	63.00168	51.14966	25.19405	14.57673	9.35727	68.46715	86.77601	60.82734	40.37639	91.08976	81.23395
2018-05-09 12:48:00	359043379931766825	1.00000	11.84514	12.96310	10.99559	17.68640	5.97078	13.77843	17.05023	71.84517	0.00442	28.95769	62.13678	31.05114	86.71504	46.23615	89.76492	27.67034	97.14946	72.87217	74.63069	51.39726
2018-05-09 12:49:00	8630330696303482154	1.00000	12.08324	15.38423	11.44215	13.78510	12.75127	16.38911	11.79623	32.46491	0.00557	39.99947	53.59060	55.81693	16.62169	65.81997	73.38890	94.30870	52.04840	44.56927	98.31415	42.98617
2018-05-09 12:50:00	8630330696303481487	1.00000	11.38782	14.16745	9.99036	15.74624	13.03479	11.03714	13.18904	42.67108	0.00280	61.46432	59.69721	48.74748	31.14566	90.51678	68.59410	41.78949	82.61707	90.95183	57.03025	71.15402
2018-05-09 12:51:00	359043379931766783	0.00000	13.71928	13.23961	13.55854	13.55368	15.35402	11.38463	8.86235	24.55587	0.02857	19.42956	62.82500	52.02683	88.43358	17.14509	63.88449	91.15798	70.02668	85.61536	33.81557	74.94079
2018-05-09 12:52:00	8630330696303482345	1.00000	13.21945	10.43241	12.27878	15.38792	10.00630	16.17276	15.93960	54.85894	0.01735	54.56939	59.21451	37.26168	48.77278	95.47253	84.02695	59.50719	64.37928	24.61538	69.27237	63.39695
2018-05-09 12:53:00	8630330696303481966	0.00000	11.32874	17.84245	14.48616	17.72398	12.54222	11.14773	13.66896	71.17512	0.00265	67.26253	48.91876	53.64952	26.63236	79.67239	43.28756	27.13622	26.46847	0.94712	23.32323	63.81644
2018-05-09 12:54:00	3590433799317661925	1.00000	12.92941	12.28754	15.69244	14.30493	12.53968	11.80319	17.06063	46.35069	0.01300	36.80412	41.74477	40.29481	33.07807	4.17245	58.81572	37.91988	50.61811	98.72905	5.25832	88.83391
2018-05-09 12:55:00	863033069630348909	1.00000	6.30231	13.84222	7.70366	16.31793	17.96690	12.38952	13.25405	42.68217	0.00005	62.58204	73.66146	48.46048	36.79155	56.75887	70.03113	79.96808	42.44359	48.44355	27.99413	42.30686
2018-05-09 12:56:00	359043379931766551	1.00000	13.78710	13.61591	17.54443	15.22437	16.78115	14.19408	11.15188	31.79773	0.03053	27.02630	65.97878	47.68730	19.79641	29.07559	56.85899	27.24227	78.23439	97.25342	92.79144	53.27526
2018-05-09 12:57:00	3590433799317661792	0.00000	11.21645	14.41153	14.05980	16.09557	12.84133	17.53831	14.87432	55.30316	0.00237	26.29410	63.73700	55.50175	73.23335	50.39414	62.63965	71.59929	99.25562	12.70335	31.21695	67.12581
2018-05-09 12:58:00	863033069630348362	0.00000	13.48133	16.54718	14.55575	15.28130	15.76393	12.75040	11.66705	51.20395	0.02255	40.15364	58.49627	40.12938	19.27698	20.62257	7.02848	79.75196	13.41852	82.17169	74.62574	65.58364
2018-05-09 12:59:00	863033069630348016	1.00000	9.76214	10.03012	12.74538	11.09706	14.83419	15.41131	13.61927	31.75662	0.00055	52.40321	44.96009	60.00563	73.76154	60.94305	83.13198	43.03234	15.37498	85.32890	53.50096	4.89901
2018-05-09 13:00:00	8630330696303482436	0.00000	12.71757	15.41446	11.80722	12.45815	15.18958	12.19400	12.41372	50.65724	0.01053	38.26876	61.80407	48.85130	99.48061	8.63502	38.51642	82.19917	57.36428	23.28361	70.22723	20.91954
2018-05-09 13:01:00	8630330696303481495	1.00000	16.66387	14.02505	14.17385	14.78084	15.02071	10.81953	9.85609	73.81086	0.54214	37.34331	60.16396	47.82032	2.20964	81.34971	5.96806	54.88070	27.66395	64.58729	6.48194	17.66367
2018-05-09 13:02:00	3590433799317661396	1.00000	8.12331	15.06030	10.28416	14.66037	16.19673	15.38250	13.38227	68.05659	0.00013	35.65848	47.58593	44.46434	97.45686	86.02217	7.73312	32.38820	24.46461	62.81876	49.15890	54.91539
2018-05-09 13:03:00	3590433799317661644	0.00000	10.13101	13.48496	12.74767	14.17033	14.44877	11.49775	11.24592	57.64429	0.00082	57.98940	71.75860	69.58222	41.42992	64.98307	86.80611	67.01300	60.18931	15.25523	36.23134	85.13775
2018-05-09 13:04:00	359043379931766999	1.00000	14.83516	9.07471	9.32919	14.65352	9.95528	17.24265	11.75293	64.17301	0.08712	59.61448	55.45073	37.08660	39.81339	72.86284	21.90570	60.91993	8.52939	62.76142	5.65478	50.70905
2018-05-09 13:05:00	863033069630348214	0.00000	12.43621	9.25041	9.93249	19.38826	8.30290	12.39187	14.88508	47.17086	0.00794	51.29032	55.23031	33.61313	36.52790	56.37300	51.27185	16.19027	47.45659	9.92801	55.92601	23.31102
2018-05-09 13:06:00	863033069630348669	0.00000	10.24928	13.88534	12.70221	14.16674	14.40702	14.94826	10.46985	16.87803	0.00089	42.13286	58.09558	45.37591	24.85771	31.93407	0.36883	99.75503	49.04438	74.21610	14.56843	97.41512
2018-05-09 13:07:00	863033069630348115	1.00000	11.80659	16.83020	10.44139	14.77560	14.77403	13.99127	15.82828	54.19025	0.00426	31.17439	79.12995	71.34112	90.38356	71.99569	37.85739	8.40597	89.63726	59.81801	12.77005	76.63406
2018-05-09 13:08:00	3590433799317661354	1.00000	10.95639	15.70366	11.79541	13.87237	14.68617	17.51486	13.51422	27.12689	0.00186	42.22690	71.25844	50.14397	99.92367	9.81395	45.51437	62.74585	8.47190	64.93876	27.08291	54.63724
2018-05-09 13:09:00	8630330696303482261	1.00000	11.85502	13.57391	7.90518	17.49549	15.94073	11.50864	15.10671	50.88900	0.00446	49.31645	43.39033	24.64580	53.39585	59.84457	76.17832	36.92299	50.11290	46.56866	46.06070	20.82090
2018-05-09 13:10:00	8630330696303481966	0.00000	10.24760	14.28204	16.67387	13.93119	15.10911	15.58862	7.27436	28.77463	0.00093	37.06622	65.71388	27.75471	24.72914	23.16535	97.41804	36.78294	90.67909	95.72066	58.62997	56.60133
2018-05-09 13:11:00	359043379931766551	1.00000	13.55714	13.40229	14.67946	13.38974	12.52464	13.53799	15.29343	47.68893	0.02428	47.68854	50.98321	54.08840	83.07944	97.69216	55.71334	64.75880	82.26191	69.04316	82.71127	49.57078
2018-05-09 13:12:00	8630330696303481214	1.00000	14.53104	16.09533	12.69319	16.02266	9.16472	18.38496	11.19268	44.56031	0.06428	43.92113	68.66598	23.75676	10.48539	52.12088	3.86330	7.58602	25.79043	79.03742	90.81019	29.94391
2018-05-09 13:13:00	863033069630348479	1.00000	10.92917	17.63997	12.34765	15.70843	15.09603	14.53094	14.97047	38.16899	0.00179	37.53472	38.61609	55.87173	64.00927	58.76690	25.84761	20.17761	74.78481	28.14928	73.15054	9.02009
2018-05-09 13:14:00	8630330696303481313	0.00000	15.18139	15.81542	17.46304	17.23648	13.04844	13.26798	10.01724	55.13407	0.12313	20.72577	51.13610	78.74221	82.23661	60.34031	49.18058	8.15132	0.42389	32.40735	58.61029	21.95523
2018-05-09 13:15:00	359043379931766924	0.00000	14.17351	17.40991	14.51870	16.76159	14.62536	9.86507	11.03752	50.23678	0.04498	59.02839	42.72608	49.21287	58.75286	70.21348	9.74032	88.37243	93.75048	64.57664	25.03909	85.77015
2018-05-09 13:16:00	863033069630348412	1.00000	14.31360	13.92667	13.93633	11.94997	11.95906	13.08818	19.14116	39.02930	0.05171	37.11825	57.58558	60.38439	66.84258	19.42604	86.36600	35.36217	75.10365	43.23805	7.16595	28.27882
2018-05-09 13:17:00	3590433799317661768	0.00000	14.46011	19.44646	13.10815	16.79885	14.89633	12.31755	10.13131	37.95105	0.05987	43.16142	53.71633	40.94094	76.17196	70.95921	66.14015	91.64901	62.91909	52.32573	53.78181	97.75594
2018-05-09 13:18:00	3590433799317661032	1.00000	15.21602	9.51941	9.81053	16.01562	11.46982	13.68040	14.22149	39.93356	0.12748	43.59617	48.96741	48.57506	86.12082	97.00765	50.86716	36.77617	32.89611	14.21981	89.51598	54.63188
2018-05-09 13:19:00	863033069630348982	1.00000	8.45674	14.00912	11.84261	12.07186	14.48265	13.67369	14.63598	40.99771	0.00019	45.61773	57.05092	53.30707	43.34362	10.60902	53.03350	66.46362	92.71801	22.27272	12.69812	98.59091
2018-05-09 13:20:00	3590433799317661222	1.00000	16.41439	8.76553	9.59956	16.44884	10.86749	13.73264	13.82844	33.78321	0.42243	59.37311	39.44668	47.26439	17.24264	15.05377	20.50384	77.99762	20.85959	0.21541	97.42914	41.60791
2018-05-09 13:21:00	359043379931766924	1.00000	10.83099	14.93152	11.76516	12.74644	15.11359	19.88228	16.08729	60.45471	0.00161	54.44734	56.07749	56.71461	31.10316	83.97578	34.29763	35.42248	9.26538	17.55136	23.21502	21.89876
2018-05-09 13:22:00	8630330696303481107	1.00000	8.64605	19.47454	9.90457	13.11272	14.88489	17.79478	12.03046	39.33190	0.00021	69.71966	59.23370	60.87855	53.87369	54.12400	71.47201	6.01414	39.77125	35.94955	53.60926	42.88567
2018-05-09 13:23:00	8630330696303482162	1.00000	11.79004	13.13467	11.22097	14.76692	12.91585	15.65015	13.39648	64.99932	0.00413	41.29578	79.21719	59.59506	51.21437	44.77187	27.76893	66.08760	57.90349	34.56437	2.60934	11.53400
2018-05-09 13:24:00	863033069630348511	0.00000	10.90805	15.24927	11.77309	14.92651	14.34115	16.80831	14.11885	31.13333	0.00175	46.27268	52.00135	45.56594	47.63637	82.88166	11.53365	13.26333	40.97288	39.36025	73.88599	23.26217
2018-05-09 13:25:00	863033069630348925	0.00000	15.43346	14.20418	15.18544	15.17451	15.55688	13.21631	10.49520	53.03357	0.15840	46.04106	30.95757	64.76788	80.62585	22.13269	29.29391	72.93104	79.01128	7.19298	4.96807	43.15430
2018-05-09 13:26:00	8630330696303482360	0.00000	16.99598	15.48248	13.58263	13.90343	16.80806	12.40240	8.99372	35.99878	0.75562	45.42328	65.18520	37.25929	57.20495	29.67125	70.04897	82.61108	92.81137	53.65218	76.93682	64.11596
2018-05-09 13:27:00	863033069630348610	0.00000	13.74839	13.64983	12.55985	14.63248	16.51200	13.77334	12.86563	46.15902	0.02942	33.01999	41.71776	40.18628	21.34659	80.14168	89.82190	2.24929	52.96818	95.36003	62.37406	13.50328
2018-05-09 13:28:00	3590433799317662246	1.00000	11.42236	13.92485	15.67460	16.32441	14.75948	14.03188	11.14276	25.90271	0.00291	57.24178	41.06886	63.82017	73.39086	24.48384	94.81059	21.99327	50.27706	66.69416	51.88801	47.46978
2018-05-09 13:29:00	359043379931766577	1.00000	13.50781	11.07486	9.18189	14.34931	9.89686	17.08466	11.39081	48.80234	0.02309	34.98825	68.19045	42.35982	35.75011	74.47418	30.46844	39.21933	19.57684	31.28764	29.78008	78.02576
2018-05-09 13:30:00	8630330696303482063	1.00000	12.36700	13.75398	14.80046	16.63893	16.20211	11.13891	12.77666	61.88675	0.00743	53.59584	54.74212	59.73114	82.52785	11.78714	19.01511	88.65665	70.83568	43.53775	94.60536	83.15158
2018-05-09 13:31:00	3590433799317661115	1.00000	14.90222	12.82766	13.88286	14.07038	14.70031	16.51452	12.09038	34.75988	0.09318	41.76320	37.16665	54.97444	15.24787	93.38948	74.52734	72.86756	97.45045	61.32009	81.96828	58.36238
2018-05-09 13:32:00	8630330696303481602	1.00000	8.58867	13.31532	10.35008	12.47907	15.80104	13.66440	14.68837	34.97724	0.00022	36.18751	67.91507	65.89495	71.04069	78.58498	81.15318	75.78867	54.70763	57.59886	49.33923	22.16765
2018-05-09 13:33:00	863033069630348883	0.00000	16.53662	14.58205	10.66822	12.86955	14.15113	13.58627	9.69828	61.24593	0.47734	42.10312	57.42665	56.35205	18.00357	92.39690	28.36804	57.77010	89.47546	17.45118	38.20701	72.02714
2018-05-09 13:34:00	8630330696303482105	0.00000	17.12401	15.79229	13.76711	13.89038	12.79790	10.84418	8.55144	37.82179	0.85887	50.00258	33.96346	61.10872	23.54366	8.28679	54.52180	43.97311	78.08279	53.96222	71.09275	54.56197
2018-05-09 13:35:00	359043379931766866	1.00000	11.63522	14.53976	11.42991	15.13465	13.45031	13.49116	15.29998	56.77360	0.00359	51.80482	60.99040	52.83315	11.58308	85.76978	3.66454	18.55326	24.74977	36.37805	59.18545	51.11516
2018-05-09 13:36:00	3590433799317662378	0.00000	12.25696	13.06725	16.67485	12.70344	11.29324	15.32600	9.91711	46.87211	0.00664	38.54428	60.40974	78.22326	8.66668	72.43583	23.74411	11.88447	20.44389	72.77909	4.79579	52.96317
2018-05-09 13:37:00	8630330696303481958	0.00000	8.33576	10.89005	13.45311	14.13022	15.54741	14.16517	8.24338	46.57107	0.00014	85.06207	31.94037	51.96252	78.73020	36.15737	49.15066	7.19187	62.88930	66.13309	47.20781	9.93429
2018-05-09 13:38:00	863033069630348123	0.00000	7.35536	15.39918	15.44361	12.14013	18.27701	12.30248	6.03852	42.29772	0.00006	63.48233	62.79909	60.50270	26.53093	77.04832	97.88394	56.35936	36.63585	44.35065	66.46040	3.50483
2018-05-09 13:39:00	3590433799317662220	0.00000	10.24551	12.48544	9.78205	17.42819	17.07307	12.54308	16.81521	52.45691	0.00092	62.92631	69.77079	52.18174	32.37768	71.72205	95.40507	93.64342	26.33133	20.70733	31.43938	98.47982
2018-05-09 13:40:00	8630330696303482345	1.00000	15.10769	9.23543	6.81822	19.80538	5.79121	14.53240	14.34384	27.14101	0.11437	62.73505	52.80130	63.87723	34.33010	44.88502	71.66600	82.93562	17.91244	6.65982	71.16924	69.11817
2018-05-09 13:41:00	8630330696303481933	1.00000	16.13515	12.59484	13.58760	9.60241	13.39244	13.28204	14.39245	42.78634	0.31949	50.49399	51.84670	37.73946	88.18043	24.91190	5.53267	55.50375	3.19507	70.81705	26.28709	80.09648
2018-05-09 13:42:00	359043379931766429	0.00000	9.11977	13.88292	11.81527	14.60789	13.78224	16.59244	11.69327	24.02202	0.00030	60.92428	71.68172	39.59728	13.51073	54.83295	84.73667	5.46446	24.83924	99.15316	69.99283	45.86235
2018-05-09 13:43:00	863033069630348545	1.00000	7.37894	14.82905	13.34547	11.89915	15.14388	14.82393	12.00109	49.54020	0.00008	51.01833	46.97719	42.06945	99.14746	52.25619	21.04920	62.23525	41.97465	29.33906	67.18859	31.22755
2018-05-09 13:44:00	863033069630348743	1.00000	13.41275	14.50065	16.91727	15.05980	14.70711	9.77757	10.35776	35.90616	0.02104	52.37069	43.64286	55.83826	20.09143	82.79608	66.64918	83.11314	80.79682	7.36220	21.05406	62.72112
2018-05-09 13:45:00	8630330696303481271	1.00000	15.06394	12.20749	14.39120	13.19363	11.68694	12.92404	18.46126	30.25577	0.10950	47.00593	58.89984	50.82979	79.45099	93.50777	61.79181	0.04087	73.24582	48.48351	93.27592	42.64263
2018-05-09 13:46:00	8630330696303481644	0.00000	11.69261	14.59332	15.62934	14.90468	11.58650	13.93405	14.63907	48.85935	0.00382	53.21532	47.11790	56.29321	83.13662	94.85426	51.84052	31.22826	49.79141	62.12710	7.84373	94.61313
2018-05-09 13:47:00	863033069630348800	1.00000	9.66473	15.07831	10.51668	13.34885	15.26449	13.28652	13.81147	48.42428	0.00052	51.98604	60.32178	46.05534	55.27925	83.86543	76.12101	68.71133	33.75351	37.44243	95.30211	52.25461
2018-05-09 13:48:00	863033069630348420	1.00000	12.97464	14.53969	10.13103	15.58370	13.94862	14.25398	15.40338	39.44430	0.01360	38.77835	44.17526	68.77924	71.08244	96.53396	16.44017	79.07094	43.60517	84.75397	49.44074	42.68051
2018-05-09 13:49:00	8630330696303482394	0.00000	12.15833	15.80672	16.69006	13.64060	15.16226	12.69600	11.48025	49.85004	0.00605	38.60444	61.32412	60.02643	95.69457	70.79876	17.49134	26.70518	4.36864	97.96535	43.97672	16.25170
2018-05-09 13:50:00	3590433799317661610	0.00000	15.00031	10.70954	12.40995	16.89840	9.78056	13.09300	15.05361	49.46083	0.10272	38.59065	51.81065	40.97148	7.69421	54.99885	22.49334	49.74022	72.94305	94.86866	92.15983	53.75057
2018-05-09 13:51:00	8630330696303481800	1.00000	11.67734	13.20093	11.66439	17.80673	15.70354	14.21600	15.70549	61.92960	0.00377	59.17632	73.84838	48.45331	35.58973	54.30458	0.00000	36.28443	65.48108	81.64523	28.14218	34.47272
2018-05-09 13:52:00	3590433799317661834	1.00000	17.00873	12.29998	11.95932	14.29259	9.88826	14.27946	16.10135	39.16713	0.76532	57.24955	56.70722	36.89665	61.92533	93.04369	72.62930	68.70576	19.88808	28.20106	5.07007	24.36358
2018-05-09 13:53:00	3590433799317661511	1.00000	13.46079	15.93031	17.46247	15.45232	14.67045	14.47123	14.44616	64.56489	0.02205	56.87094	39.53730	57.59819	11.11915	30.63756	8.96499	23.68316	67.35577	51.55890	43.60872	0.15145
2018-05-09 13:54:00	3590433799317661503	0.00000	9.81458	14.83912	14.46753	16.09721	13.89586	16.10389	11.36111	30.22484	0.00060	43.40813	64.34864	41.89846	67.64551	3.07588	70.71037	73.54427	27.89884	70.00994	2.82373	92.05807
2018-05-09 13:55:00	8630330696303481065	1.00000	11.67321	10.87168	11.60237	14.30856	13.18789	11.78003	12.24489	63.25799	0.00372	57.02250	42.34369	36.56804	28.07376	3.17921	70.82080	72.03783	6.53686	33.88057	56.62932	65.23396
2018-05-09 13:56:00	3590433799317662493	0.00000	7.53363	14.03638	9.36488	10.98414	13.88646	13.71809	13.28039	52.16096	0.00008	29.90241	28.58542	44.03929	80.82415	60.29682	76.32870	77.78317	94.86735	19.15814	28.78179	64.28963
2018-05-09 13:57:00	863033069630348842	0.00000	12.79344	15.07250	13.00166	11.97114	14.20432	15.08421	12.77030	55.09554	0.01132	53.52057	43.10686	70.56444	18.64006	70.10708	54.46724	15.62636	30.49779	56.67927	82.75380	30.02361
2018-05-09 13:58:00	8630330696303482253	0.00000	9.98702	16.14889	15.93376	14.69696	15.15706	15.24899	12.52346	49.68066	0.00074	50.68822	57.58514	50.12152	24.99585	7.48358	51.84762	18.44539	81.43851	66.71504	45.42401	99.99547
2018-05-09 13:59:00	359043379931766841	1.00000	13.73338	11.73172	11.09562	17.27278	9.26095	13.12824	12.38083	46.17190	0.02898	58.98287	58.85704	54.26697	12.83330	35.90094	30.52052	54.78413	2.69413	64.59760	87.28806	47.20312
2018-05-09 14:00:00	863033069630348941	0.00000	11.96939	13.16866	14.14677	15.58501	13.28990	12.33726	13.50881	26.12332	0.00501	45.60504	41.15203	50.84924	96.07100	77.92483	85.08922	60.34004	65.10851	19.24380	2.81907	23.84304
2018-05-09 14:01:00	359043379931766783	1.00000	16.15210	12.18233	13.76510	13.57917	12.06058	10.28476	17.02420	48.41600	0.32498	65.08301	50.28945	49.26543	72.48786	87.06117	44.47035	41.78807	9.69630	88.28624	73.57138	8.34670
2018-05-09 14:02:00	863033069630348446	0.00000	12.36508	14.02794	15.81957	15.79924	14.87566	15.98095	9.22644	55.96266	0.00737	53.82525	62.88774	53.34574	15.30734	58.61157	64.60835	8.19124	33.35347	5.82993	90.68092	11.03898
2018-05-09 14:03:00	863033069630348198	0.00000	17.04722	9.97902	7.71200	16.48946	6.69299	19.41157	15.36216	32.93349	0.79539	61.75839	37.88981	53.62595	65.58522	46.63997	56.95147	45.27197	46.35443	19.63158	39.94486	70.25344
2018-05-09 14:04:00	359043379931766973	1.00000	9.49365	15.05303	9.67587	14.27933	15.97748	16.99578	13.92131	61.94272	0.00044	57.80040	59.05829	79.44071	4.09940	67.85318	61.99138	38.36669	92.72339	34.46700	20.65286	29.19930
2018-05-09 14:05:00	8630330696303481388	0.00000	15.03758	18.97463	15.03662	19.77490	15.38640	13.35268	9.00017	50.42159	0.10664	61.10297	42.12691	38.90032	29.48172	78.66974	8.18007	76.10319	12.89519	96.73220	67.09881	49.51165
2018-05-09 14:06:00	3590433799317661560	1.00000	13.06405	13.95463	14.68857	11.82306	13.40189	14.19154	14.98075	42.73942	0.01483	42.47948	54.75780	37.07520	92.85736	80.17238	35.69719	44.13315	95.33618	32.64210	83.87289	89.97525
2018-05-09 14:07:00	8630330696303482006	0.00000	9.24442	13.26078	18.56988	11.72511	13.63543	7.79612	14.59874	46.15412	0.00035	45.25902	33.02080	37.10661	59.90600	56.01879	77.62018	32.13222	97.76627	8.29948	69.92569	91.36623
2018-05-09 14:08:00	8630330696303482089	1.00000	8.61228	15.51239	10.32352	15.09093	15.69559	14.06994	13.00576	53.73063	0.00022	67.95931	30.12623	42.05727	26.50017	93.31743	99.30921	72.55690	5.20083	96.78811	9.85868	67.24462
2018-05-09 14:09:00	8630330696303482444	1.00000	14.89997	13.95181	14.01448	13.66579	13.74139	16.30658	12.33896	47.35844	0.09295	20.90839	51.52698	44.64001	83.30924	91.46395	73.39457	26.73254	75.59846	21.65920	24.95645	49.92735
2018-05-09 14:10:00	359043379931766692	0.00000	13.23422	14.57569	15.39483	14.75557	13.97384	10.40552	12.55805	42.11664	0.01762	54.50157	51.46831	52.35513	40.18339	54.87228	8.23358	68.40751	35.88639	38.55763	19.82174	70.39352
2018-05-09 14:11:00	8630330696303482444	1.00000	17.06048	15.28833	12.79655	15.78942	12.15588	14.64498	16.28178	27.56546	0.80600	25.71568	52.55396	54.38971	53.55015	4.05304	43.88089	84.59050	82.76642	81.60814	31.33118	1.18379
2018-05-09 14:12:00	359043379931766932	0.00000	14.07799	17.48236	15.16010	16.49168	14.86086	10.92813	11.61935	29.96977	0.04090	30.68132	54.32553	64.40404	63.60344	41.76286	65.10720	55.32883	82.02751	50.70518	57.62489	89.72294
2018-05-09 14:13:00	359043379931766965	0.00000	12.19279	12.96896	15.64404	12.05976	14.78767	10.91514	13.55337	56.61587	0.00622	44.94301	65.00060	66.13433	6.36071	29.22013	23.02665	55.35864	32.71768	61.72532	18.29350	58.51106
2018-05-09 14:14:00	359043379931766783	1.00000	13.92369	9.52201	8.85628	14.04363	11.47548	14.80611	11.76928	29.15154	0.03501	58.29882	40.98831	66.93598	24.57770	65.12349	75.28419	6.27468	16.95157	83.35445	80.42429	72.38764
2018-05-09 14:15:00	3590433799317662188	0.00000	14.75139	16.81825	15.67536	16.36775	14.26964	9.80442	9.59079	51.55657	0.08012	32.44849	32.33793	58.31544	45.75314	42.70570	71.14116	99.63527	79.83856	57.07823	65.84862	36.83549
2018-05-09 14:16:00	3590433799317662287	1.00000	11.58506	15.26713	15.74832	12.75728	13.42273	15.97096	15.71047	50.29460	0.00341	43.55966	59.04240	57.37342	55.26453	32.96017	49.63136	49.38440	20.81364	0.43185	83.67409	34.82591
2018-05-09 14:17:00	359043379931766650	0.00000	13.25372	17.80249	11.82637	14.85423	14.01464	8.56398	10.50058	62.16152	0.01795	60.63012	67.61080	54.36174	71.63593	61.35750	50.66655	26.93441	0.89441	76.10615	98.83479	17.13989
2018-05-09 14:18:00	359043379931766692	0.00000	9.39854	14.50314	16.20528	15.54990	15.97958	15.12490	10.97350	42.99393	0.00043	47.86587	65.51372	36.30710	33.69603	43.41809	9.16625	80.89347	26.16704	48.61869	40.60934	67.05818
2018-05-09 14:19:00	3590433799317661495	1.00000	18.47249	9.82452	10.03265	13.84675	10.60325	16.21976	13.76571	39.41876	3.30787	38.11061	68.98704	18.35165	24.55348	87.91470	12.72171	91.44405	51.12327	36.35704	85.38161	7.13445
2018-05-09 14:20:00	359043379931766262	1.00000	10.94194	12.62966	12.39488	17.23159	9.24834	15.69029	14.48615	15.61717	0.00180	68.89533	62.36580	64.22062	56.89553	12.74972	95.86137	2.76300	68.67443	81.91619	90.12287	61.65034
2018-05-09 14:21:00	359043379931766668	1.00000	13.62429	12.85348	13.21496	15.25914	13.46130	16.89833	13.92563	33.85246	0.02598	63.58641	36.65965	34.22383	67.79997	98.39227	91.33228	27.14435	90.02814	5.27272	27.69866	29.60989
