,p.android.gm,p.android.settings,p.system,p.android.externalstorage,p.android.documentsui
6407,13.93025,13.77067,10.32465,17.61922,10.88193
6408,10.04001,8.68296,15.6217,12.73213,12.0267
6409,12.90579,10.97062,18.718,12.68805,14.39075
6410,15.87167,15.02838,10.94011,16.30371,9.99688
6411,14.63935,13.78253,9.68161,15.96011,11.24507
6412,11.90986,13.86425,13.32394,17.84989,18.60778
6413,10.55921,15.41517,16.49743,15.28933,14.48097
6414,10.6734,14.25161,11.05296,8.77272,14.08693
6415,12.76104,12.11495,9.51665,13.28039,14.557
6416,16.69814,17.59918,13.09122,16.03305,16.11409
6417,11.8214,13.50765,12.28457,17.73735,13.80546
6418,11.47423,14.13678,14.56499,13.2289,13.76463
6419,13.0716,13.91712,9.52352,11.46099,15.90133
6420,9.64785,9.08589,14.154,8.21791,15.78749
6421,11.12632,13.9172,12.98214,14.8031,13.67454
6422,15.4071,13.38225,11.86181,13.92732,12.13707
6423,11.69202,13.49146,11.76299,9.48948,16.5635
6424,13.40294,14.94721,9.57605,15.42331,12.58697
6425,16.68757,14.61189,9.61831,13.27892,14.80233
6426,15.22777,13.74332,12.35195,16.09784,8.08228
6427,9.38032,8.98648,15.07734,7.87006,14.85279
6428,6.90397,6.90001,16.78906,10.75098,12.0341
6429,11.184,12.08202,15.50628,13.15602,10.42413
6430,10.6374,10.65177,13.69089,10.94745,17.00033
6431,16.04655,14.06015,10.9075,13.09115,10.77742
6432,17.87317,13.21428,9.93225,15.10332,13.42436
6433,11.07985,14.54612,16.11181,13.15397,15.12633
6434,13.31848,14.56386,9.82764,15.53437,13.37146
6435,16.83637,14.96801,14.17214,12.41851,9.40385
6436,7.81952,7.9356,13.04882,9.50823,16.61645
6437,13.32129,16.64221,10.53547,14.56841,10.18964
6438,14.17578,16.97231,13.80785,16.39967,12.63101
6439,10.76535,16.38888,14.16672,13.62739,12.51637
6440,7.8303,12.74414,12.27914,5.90429,12.32892
6441,13.37126,9.00232,22.25731,11.88305,11.14052
6442,14.69511,14.58554,13.19211,17.23024,12.50523
6443,10.36698,9.27248,12.38973,8.44038,15.66479
6444,6.36653,9.37639,11.50701,7.19635,16.12069
6445,10.11351,14.67158,14.70993,11.1165,9.16988
6446,11.88541,11.76412,12.98627,13.19366,17.53305
6447,8.08205,8.09404,12.57273,11.35183,15.24874
6448,10.85957,10.43895,12.49885,9.54925,13.89502
6449,17.78652,19.16925,15.24149,9.24615,11.4484
6450,10.0979,12.98521,11.8116,13.51391,14.87663
6451,7.1523,8.71319,15.81712,7.76735,17.91169
6452,13.0569,12.45959,12.84274,14.45161,14.62855
6453,7.10018,6.76323,18.3612,9.65317,10.6233
6454,9.48533,13.32704,13.26034,8.21269,12.54946
6455,15.02085,14.97914,8.31611,17.04003,11.07048
6456,11.41896,13.57893,13.29438,15.78616,19.04209
6457,11.61361,15.8499,13.78286,15.00644,12.75718
6458,10.86918,15.14582,15.67129,15.30666,15.84562
6459,14.35546,16.53415,11.6559,15.56498,8.54185
6460,15.99608,17.0166,11.62777,17.35376,11.7741
6461,14.33104,17.69727,8.8537,17.49691,11.5708
6462,9.78078,8.82919,14.64666,11.63908,17.29859
6463,12.27851,12.76071,13.18929,9.69265,16.0652
6464,12.22373,12.00452,13.23432,11.61248,13.31196
6465,16.07432,16.81076,12.17505,14.74092,10.29238
6466,9.26785,9.44431,16.21715,6.60552,14.37034
6467,12.33872,13.52681,15.51583,12.78133,13.82297
6468,15.52048,13.92526,11.68729,13.50015,14.19347
6469,11.36924,14.75014,16.07047,16.65051,16.08447
6470,11.48902,9.55694,13.97632,11.85444,12.71673
6471,9.07545,8.24478,15.40781,10.15635,12.73084
6472,13.14071,12.76645,10.60045,16.95845,15.31883
6473,12.50651,11.39033,9.93193,14.49892,17.94183
6474,9.47433,13.71485,14.34412,13.71028,13.44929
6475,11.52026,12.70671,9.83946,14.98006,21.73839
6476,8.74059,17.62652,17.6363,17.9758,12.41928
6477,7.48726,7.83633,19.45967,8.59632,9.86488
6478,13.95159,14.59566,11.80852,15.73917,14.55361
6479,12.77944,12.2852,15.35317,13.24866,14.1477
6480,15.49503,14.18547,10.73892,13.47211,14.96909
6481,9.06957,13.09937,14.02422,9.17172,19.42087
6482,13.35304,13.86694,11.87888,13.04767,14.54246
6483,10.25828,9.40146,15.86819,14.23435,13.89029
6484,9.75694,8.73175,13.27091,9.83242,14.84288
6485,14.86624,17.54536,16.80713,13.2068,15.96163
6486,17.07742,15.30721,9.03266,13.88765,10.17386
6487,10.96707,16.63449,16.08926,12.62136,17.11534
6488,12.19239,13.07521,15.09203,16.623,18.17624
6489,15.24525,14.62348,9.2909,14.32175,13.42054
6490,11.76566,9.09177,20.45497,12.67138,14.04538
6491,10.48307,11.82271,16.23148,10.38171,13.55721
6492,15.2616,15.55877,8.22637,12.18947,10.31059
6493,14.3556,15.99995,12.2249,16.89355,11.9933
6494,10.44902,9.22987,15.61812,11.12856,13.79314
6495,9.36416,16.32888,14.95945,12.14896,13.25224
6496,12.19469,14.70423,13.12496,16.34278,14.56362
6497,13.44623,14.00632,10.75029,17.84872,9.30511
6498,15.75865,16.33391,11.89257,15.11127,12.66962
6499,12.31263,12.07788,14.07784,13.48073,16.36604
6500,12.16677,9.87111,18.15438,14.48435,13.50617
6501,11.90404,16.27103,18.18594,14.69074,11.70232
6502,10.619,16.23143,14.19631,13.97219,13.01646
6503,11.50247,15.43147,11.53421,9.56309,13.86722
6504,10.22647,15.85159,16.11296,14.31998,15.07121
6505,15.26453,15.29817,11.96699,13.824,15.84659
6506,11.4485,10.0944,11.94492,11.36296,14.9893
6507,7.73212,10.83554,17.80726,6.87565,15.32033
6508,17.94396,14.56766,11.33359,13.7059,9.13198
6509,14.0743,13.97118,11.43616,11.8368,11.19098
6510,15.98542,16.51587,12.27993,13.13114,11.22982
6511,12.16167,11.53655,14.7332,10.45903,14.39599
6512,13.71503,14.86707,12.65041,10.83992,14.73937
6513,12.99348,15.26742,18.04106,11.69904,14.27456
6514,12.1651,13.15651,11.86774,13.95782,17.34293
6515,11.10399,13.58086,11.8809,16.69723,17.38122
6516,12.57752,12.72442,12.60255,12.85229,16.29508
6517,10.52837,8.0344,18.66354,11.13033,13.66143
6518,10.62081,13.19618,13.35236,13.23368,14.84992
6519,11.3267,15.05365,14.92242,11.51688,10.96128
6520,11.86478,10.46366,16.12086,12.56063,16.29986
6521,10.18274,14.4488,12.3819,13.05335,15.14867
6522,14.81155,14.71517,9.39278,11.7586,10.09842
6523,11.47868,12.06051,14.32582,14.13252,18.34908
6524,10.6043,14.16851,17.205,12.38831,7.68434
6525,11.44781,8.18748,14.69073,13.74947,15.22517
6526,12.80406,14.12561,10.23222,13.72293,11.61867
6527,15.75944,14.8489,12.78617,13.66097,10.70236
6528,14.75924,12.4313,15.29814,12.771,10.85982
6529,12.33997,12.65371,15.3699,13.65729,13.08056
6530,12.83075,13.45206,14.54875,13.64379,13.83533
6531,13.14863,12.32236,16.19961,12.80384,16.78367
6532,12.55911,14.01,15.4566,14.20389,14.22402
6533,9.57998,16.04523,13.0129,10.44352,11.50258
6534,11.0523,7.96254,14.27302,10.77991,16.22385
6535,14.39703,13.71565,11.26777,13.83873,15.23156
6536,13.23084,12.42235,7.77228,14.90533,10.86987
6537,14.20911,14.01766,7.0952,15.12555,10.9348
6538,11.39235,13.31461,14.19939,11.68064,17.9832
6539,11.45443,11.46103,13.0018,15.62624,17.09217
6540,14.39629,14.6914,12.81243,10.50409,10.57599
6541,14.50108,11.25077,11.97591,15.68408,16.49893
6542,14.62643,15.04602,9.68544,14.50935,11.79303
6543,8.35576,10.99992,11.12754,8.53675,14.85294
6544,10.21296,12.86787,15.87602,9.14277,13.13623
6545,13.34129,12.95822,15.77802,9.94743,11.74668
6546,13.76016,15.44462,13.54301,14.05853,11.87311
6547,15.15651,15.96119,16.33626,12.40254,11.91264
6548,12.33315,15.21904,13.80686,16.60386,17.89739
6549,8.5531875,5.37398,12.89255,9.92137,18.52413
6550,9.08924,15.70384,16.28331,13.85554,12.31459
6551,14.90349,13.23312,7.68747,12.38807,13.79115
6552,7.61454,9.06644,14.14891,9.63737,14.48314
6553,12.41498,10.55053,12.66972,11.92966,10.26425
6554,10.85531,9.46508,16.64974,12.21806,14.85994
6555,17.04101,11.56286,10.34556,11.45767,15.30685
6556,11.78958,10.89042,9.14333,11.78473,17.86522
6557,14.97874,13.37272,14.60504,10.92382,12.98613
6558,9.56197,9.28734,15.05693,13.33879,15.99256
6559,11.24649,15.1298,15.54601,14.76379,14.71884
6560,11.38347,12.93223,14.2405,12.00895,17.84168
6561,16.66947,17.13205,10.43023,13.52763,13.73972
6562,14.05767,11.98252,17.21147,13.72305,15.85598
6563,15.87932,14.94077,12.9467,15.04459,7.2876
6564,12.4542,14.23511,10.45717,11.82758,13.62761
6565,14.01474,13.51875,10.12915,13.7016,13.52914
6566,13.57675,12.74667,16.9019,12.86966,14.35701
6567,14.43231,12.10477,15.57344,13.58268,14.82614
6568,10.04001,12.2528,16.61054,11.40778,17.03098
6569,14.90997,14.33574,9.4259,13.64882,16.54831
6570,11.51419,10.45505,17.10409,12.83742,14.63504
6571,13.52216,13.20259,11.46851,13.30781,10.51878
6572,15.17696,14.94247,9.85264,15.63773,11.23103
6573,12.78749,13.78633,15.11588,15.17073,14.12983
6574,10.05089,11.22476,11.92874,10.80454,16.11505
6575,12.8914,15.50179,11.88803,14.18132,16.78784
6576,13.14347,12.17534,9.85007,13.70789,12.89817
6577,9.29043,14.86384,14.1935,16.30699,11.36011
6578,12.35369,13.97194,12.22191,10.53477,13.62186
6579,12.97077,11.63371,12.66305,12.13217,12.95601
6580,11.42987,11.7574,11.04007,20.73334,12.42464
6581,10.65927,14.85641,13.09533,13.99991,14.13464
6582,12.54102,13.72329,16.82962,11.79844,11.84793
6583,12.69851,10.98168,12.61492,10.9841,10.55975
6584,16.01978,11.85643,11.81746,13.17554,16.41775
6585,10.66089,12.75382,11.451,11.23411,16.76325
6586,10.99736,15.62847,14.3975,9.52403,11.65257
6587,8.5717,10.85951,10.42523,12.07228,16.61473
6588,8.8627,8.6715,13.03975,13.15518,14.38341
6589,16.474,13.04558,9.45855,13.40696,14.23793
6590,9.85084,15.29679,12.60722,10.4268,12.78792
6591,13.63152,15.84813,13.66585,12.86532,12.30169
6592,13.32384,11.67385,15.90988,10.77804,17.4711
6593,11.23057,15.75066,14.82932,15.65793,14.12843
6594,12.47666,10.86313,13.46993,14.63096,16.66405
6595,13.39614,13.06538,12.43926,11.58324,12.75717
6596,15.3239,14.60205,15.55281,14.44154,11.52795
6597,12.81421,11.4699,12.41761,12.5321,15.98783
6598,12.02232,12.78516,13.16091,15.59192,15.65118
6599,15.46097,13.95372,13.00289,15.29155,15.29662
6600,14.79969,9.53991,17.21266,16.66192,15.23187
6601,13.65915,12.91717,11.63573,16.70474,11.50106
6602,16.03822,16.30215,9.17283,15.16895,10.88491
6603,10.8738,11.60309,14.33733,12.10537,16.55016
6604,9.66751,15.52081,16.33935,15.51385,9.68406
6605,10.91479,10.87328,14.44965,10.20493,17.07295
6606,13.34858,13.13016,11.84446,14.08882,12.17674
6607,6.29517,10.36394,10.29105,8.35732,12.54976
6608,9.17705,16.13415,13.82783,15.257,12.45247
6609,8.21605,8.92096,13.60072,9.5359,14.80344
6610,11.18489,15.32959,13.90205,17.10037,15.5449
6611,11.31047,11.57159,16.65266,11.57284,13.84212
6612,8.47502,8.96507,11.88194,10.02319,18.80926
6613,9.42701,10.24002,11.83889,10.55833,12.82452
6614,11.05048,11.223,13.02612,15.65789,12.17455
6615,11.501,13.73221,11.72077,12.60679,14.41194
6616,12.00618,13.95451,9.85667,14.35878,14.33278
6617,10.28688,16.47023,15.40337,13.26203,15.31614
6618,14.31077,15.74089,11.2172,13.54382,14.04029
6619,11.2587,16.07445,16.83925,12.3847,14.18145
6620,11.78143,13.6365,14.76416,17.39019,15.28164
6621,11.86732,12.53934,15.70175,11.11978,14.15971
6622,10.78654,12.55056,14.90383,10.58472,16.19776
6623,10.39071,14.92978,17.63969,15.72747,13.12659
6624,15.24913,14.25879,12.97908,14.77319,11.52593
6625,10.82647,14.57675,8.62529,10.41006,17.83911
6626,7.72417,4.37737,17.16427,11.87267,15.21772
6627,16.37772,14.21757,6.44566,15.69973,10.99117
6628,11.46899,13.4264,10.35303,17.60729,15.86085
6629,9.13031,10.30668,14.54677,11.89674,13.56156
6630,13.86422,15.87577,9.66446,11.27836,11.24378
6631,11.225,13.64488,11.5737,15.32631,12.82643
6632,10.85596,16.97155,16.02661,14.71005,12.53331
6633,10.5103,13.46961,14.24268,14.50978,12.93081
6634,12.72246,10.27054,10.30287,13.9005,13.19435
6635,10.40335,9.08042,10.18173,12.13099,17.96974
6636,11.8754,15.41136,6.32717,14.72369,11.08766
6637,13.81645,15.86028,10.33264,13.95271,12.36893
6638,11.21604,10.31506,10.56679,16.41466,18.36853
6639,13.20489,15.3696,11.01274,14.59289,11.39618
6640,14.70939,14.21041,14.72753,13.36634,7.02516
6641,12.95615,11.01483,16.44222,14.60121,16.69982
6642,14.08227,14.63941,16.33997,11.94126,11.57124
6643,11.23218,11.92564,11.19951,15.04571,15.03462
6644,15.86198,17.54377,13.97608,12.56145,9.31409
6645,15.25196,13.63212,9.92616,14.08649,13.249
6646,12.42189,14.15848,13.64334,10.88738,13.2775
6647,9.34092,19.01937,16.96898,13.88573,14.8637
6648,11.48078,9.60011,15.61454,14.02611,12.84742
6649,12.51903,10.68684,11.88254,11.04989,13.40196
6650,11.21703,13.30656,14.72939,11.7171,14.48684
6651,8.43672,16.20784,16.30612,13.38243,11.50146
6652,15.24513,15.69875,11.52086,14.2792,13.54568
6653,13.21769,12.65753,15.04686,11.44594,14.53338
6654,9.80327,13.12337,12.0959,17.38895,15.25528
6655,13.00815,15.83983,14.74893,11.58196,10.6091
6656,11.65846,11.36473,16.86591,11.22715,14.15736
6657,10.67175,8.52046,14.1024,10.26069,12.541
6658,12.01255,15.22061,12.44289,15.23238,15.99054
6659,9.32133,16.9742,15.54349,16.25351,17.27462
6660,10.02206,18.78403,18.03751,12.50704,10.70679
6661,13.98419,17.35422,8.15787,13.43813,14.28513
6662,8.4808,16.72654,12.56242,17.46452,12.93771
6663,15.46174,17.39644,11.96771,16.65074,10.34084
6664,12.54958,13.86985,15.08521,14.48975,17.54577
6665,10.73972,10.72678,16.26366,11.74749,15.98514
6666,10.96455,11.84604,10.69522,18.62214,7.40411
6667,10.35458,9.79621,18.56183,10.61104,13.48314
6668,13.81147,13.04045,11.88972,13.30429,10.23241
6669,13.21287,14.23024,12.43758,17.08587,14.5579
6670,13.97936,11.80295,14.98101,14.2422,16.57014
6671,11.74747,15.37812,16.39744,13.57449,16.52179
6672,15.72707,19.01621,12.50609,11.59021,12.37655
6673,11.98108,14.59747,13.88598,17.21038,16.57928
6674,13.03333,14.25091,11.03189,15.81269,10.79106
6675,12.41928,15.27818,18.78551,13.38165,13.56201
6676,12.41488,13.24166,13.77302,18.14751,18.13187
6677,13.96119,16.68281,10.48208,15.61644,11.62977
6678,8.84209,8.62844,19.91513,11.66053,13.73856
6679,13.29113,13.71911,9.15685,12.97041,11.93192
6680,13.45425,12.87487,10.64212,14.99002,8.16363
6681,16.39268,15.18178,11.04807,15.26305,8.30793
6682,7.06905,6.82164,17.6205,8.86272,15.63081
6683,18.4862,16.52746,9.21661,14.84096,14.49123
6684,10.02469,7.12247,14.1879,10.00971,13.74967
6685,11.72816,14.54016,14.89079,15.34865,15.57812
6686,6.20626,9.9191,10.94528,7.30788,15.83801
6687,11.39975,14.40273,13.36113,8.94577,14.08695
6688,10.52821,10.31625,14.52707,11.54056,12.28232
6689,13.84503,12.2442,15.57534,12.18574,13.38624
6690,13.84594,14.40363,11.7986,11.35683,11.06773
6691,8.53334,10.26871,13.95354,10.23267,15.7652
6692,11.1552,10.25257,12.32389,14.96615,9.78547
6693,13.91108,9.79491,11.40103,10.08633,9.2762
6694,13.23709,13.58796,12.71458,14.64617,11.90968
6695,13.36393,13.18233,9.71748,19.33081,11.5104
6696,10.01635,13.0257,14.36808,15.18259,12.02095
6697,11.78462,10.30375,16.07222,16.07829,15.30774
6698,9.96038,8.2651,14.68086,12.43183,15.50479
6699,8.85877,6.58923,12.9174,10.06336,19.00588
6700,11.66977,16.27502,13.28028,15.59673,14.16478
6701,7.02644,8.79538,13.52153,8.24906,14.7861
6702,11.30709,14.09513,15.42163,14.47664,13.01971
6703,10.49897,15.64838,14.40354,16.1731,15.56967
6704,13.85151,14.97231,8.86976,11.40534,12.3761
6705,10.97131,10.63486,18.22035,10.74104,15.1292
6706,11.86823,14.19719,17.07168,16.66412,18.53564
6707,13.68585,15.7897,12.47332,16.79628,12.08204
6708,10.9452,14.51082,15.28834,13.58062,14.11223
6709,10.99836,15.27772,8.44333,11.94391,16.2954
6710,17.18694,17.01416,8.91271,11.30689,10.22126
6711,12.41463,11.93328,13.45521,13.63491,15.76898
6712,16.64543,14.17327,13.15873,11.7899,11.42349
6713,13.46548,16.08368,10.86098,15.9779,11.5588
6714,10.29384,16.15122,18.98623,14.05121,13.01527
6715,12.96463,13.25734,7.28056,16.20142,11.1855
6716,14.26048,15.67893,13.85721,16.76817,13.35098
6717,11.11519,17.88506,16.38727,15.99665,13.47009
6718,15.31848,15.4894,11.40599,14.96258,14.50298
6719,14.97399,18.44144,14.86903,12.03819,15.3082
6720,15.77177,13.02237,10.8641,12.92985,10.47281
6721,11.92444,15.30964,16.18774,18.53832,15.6271
6722,11.07537,13.95824,16.0294,15.65511,12.69994
6723,7.8767,9.13824,15.73942,10.93225,15.17926
6724,10.28618,9.74846,16.30057,11.44112,15.33214
6725,12.21747,14.23252,10.97505,10.11553,10.03111
6726,12.85263,13.11643,16.37542,14.21574,13.15373
6727,11.02011,11.69338,13.72642,10.39579,15.25305
6728,16.97989,14.52594,14.13209,15.24554,8.32712
6729,9.56881,16.77121,17.01335,15.86843,12.02455
6730,11.17524,14.68595,16.78074,15.14452,13.94121
6731,11.84118,10.61331,12.80503,12.61194,13.21991
6732,10.25056,15.04665,14.55762,18.03779,15.38341
6733,10.98688,7.90023,17.45937,13.10316,16.9698
6734,14.93159,17.34979,9.20815,14.72679,12.98756
6735,15.27308,14.07728,10.62449,14.64718,10.75218
6736,14.541,13.81111,11.1874,13.44218,13.97923
6737,11.68965,12.0814,12.29574,10.5004,15.24589
6738,16.19709,13.89802,10.42663,12.85627,13.97297
6739,11.6341,14.96906,12.99274,13.08159,14.65498
6740,14.36845,14.10052,11.07821,16.51097,11.48805
6741,10.24197,16.01343,13.73172,13.65591,11.5819
6742,11.92585,12.69696,12.97988,12.15473,11.92017
6743,9.44823,15.03913,16.27922,13.15476,11.42127
6744,16.371867,15.91403,11.58227,16.29691,12.9487
6745,7.57484,7.16352,15.22847,11.20041,16.35476
6746,8.31012,7.38185,17.26536,9.79301,11.73086
6747,15.00676,13.2663,10.91814,15.7436,11.81391
6748,11.25754,12.22999,10.71937,11.1544,17.73226
6749,11.42747,13.68957,15.399,13.87962,10.90321
6750,8.81745,12.10025,7.39184,8.18993,18.91958
6751,15.21576,17.78621,10.37457,16.06071,11.37231
6752,11.86583,8.90811,9.08903,14.57278,13.3336
6753,13.93633,15.11693,9.90993,14.47656,15.9901
6754,13.39191,15.99427,12.97206,11.82507,15.22934
6755,13.96557,15.41338,10.84945,16.28586,10.0197
6756,13.97502,16.75693,9.64965,16.60784,10.88339
6757,12.53484,15.99943,9.20917,14.0425,12.48406
6758,13.487,10.71787,17.42477,13.79837,12.88192
6759,8.42562,15.83122,13.23352,14.82361,17.67869
6760,8.00528,9.75783,13.65903,10.33487,14.47147
6761,10.57988,13.29119,14.57879,9.69692,15.35396
6762,8.15471,10.14974,10.39235,5.7918,15.30169
6763,10.36321,14.66377,14.73876,14.18568,16.21688
6764,15.1535,16.94263,10.98098,14.52629,13.7159
6765,9.38384,9.18136,16.8119,9.89641,12.62677
6766,8.84545,18.6622,15.03849,12.61825,13.34847
6767,16.32416,13.96954,12.43301,9.49399,10.4842
6768,15.65936,13.86446,17.68319,14.28246,14.53536
6769,13.60931,14.2949,15.32595,12.31046,12.03032
6770,11.76632,15.74743,13.79187,18.26896,16.14124
6771,9.22645,11.49192,16.71114,10.92357,10.07932
6772,10.36339,16.54555,16.54414,14.89065,11.98919
6773,7.57525,6.07724,17.3544,9.42948,15.42141
6774,10.24584,16.60648,14.6704,15.90622,13.9184
6775,11.74708,13.38682,14.92385,11.63194,11.82044
6776,10.59764,15.71998,16.26197,12.93719,13.27793
6777,11.63813,14.09019,15.9182,13.84362,12.60104
6778,10.29387,8.98613,16.2134,12.90523,14.75645
6779,9.47399,11.53067,14.62762,9.41506,14.9911
6780,13.5322,12.20437,15.93268,10.49638,14.56068
6781,8.74517,9.82427,13.77336,10.80401,16.19898
6782,10.32198,10.77372,14.09016,12.36933,16.91547
6783,13.79135,16.51611,10.66043,14.97971,12.14645
6784,11.68876,13.22585,13.40866,15.5545,19.21326
6785,13.07715,10.80934,9.22913,15.93861,17.88462
6786,10.14675,7.23013,12.94927,8.18672,17.67327
6787,13.59549,15.53875,7.81758,12.46452,12.96489
6788,10.62068,18.36877,16.87116,14.1946,17.48312
6789,11.36303,16.70991,9.94149,14.90119,13.2255
6790,9.74481,14.35954,15.39881,13.85721,11.00774
6791,17.01074,15.90395,9.84078,14.81443,15.02259
6792,10.25506,8.47169,14.87511,13.04608,16.01089
6793,11.0241,13.25557,12.35907,15.95393,14.59628
6794,8.39199,5.90592,18.49386,12.19814,11.41799
6795,10.79249,13.12615,12.99152,15.06917,15.24072
6796,12.78261,11.53523,7.65413,13.22613,12.70209
6797,10.8692,14.35506,16.92227,14.24815,16.90065
6798,8.27438,8.06027,14.51338,7.77376,12.29624
6799,11.02069,10.28864,15.91506,11.09965,13.93879
6800,12.37016,11.73526,12.11807,14.06278,15.30808
6801,16.29298,18.35328,12.31594,14.54451,12.59242
6802,10.98358,16.07887,14.96626,16.6011,15.54572
6803,11.47729,12.40188,13.46799,11.71672,16.21011
6804,16.48864,15.24965,10.57605,15.31718,17.92043
6805,15.68237,14.96166,10.65815,15.22899,11.17174
6806,16.33797,14.66328,11.04924,13.16018,11.41859
6807,8.84924,12.35276,13.72314,9.11048,15.19426
6808,11.34005,11.85774,10.24416,10.50705,15.63022
6809,16.98992,16.42792,12.33323,13.98866,14.48013
6810,11.16952,10.90066,14.95815,11.72467,13.26435
6811,11.91606,16.31575,13.80695,16.79726,16.6607
6812,9.80522,14.52356,16.0138,14.01711,14.29955
6813,12.26717,15.5952,11.57486,17.70035,11.1247
6814,13.12847,13.59852,17.25385,11.64997,13.48522
6815,13.47089,16.66419,10.25137,12.934,14.36429
6816,10.63815,15.90186,14.16842,14.14804,11.53708
6817,9.10012,11.76397,16.17275,8.76009,14.04499
6818,14.10063,15.62694,12.27912,11.25695,11.71085
6819,13.72195,14.83232,12.52482,11.93795,9.05225
6820,9.33241,12.76888,12.27683,13.98389,11.41759
6821,9.28235,10.87205,12.94858,8.19983,12.01781
6822,10.50315,13.42722,10.58202,15.13599,13.04663
6823,9.69951,8.56583,16.52787,9.12452,12.80546
6824,10.83168,14.73199,14.80384,12.603,14.40656
6825,7.86983,20.58498,22.05395,13.61817,11.10068
6826,11.03474,11.69454,16.996,9.95263,12.08699
6827,17.46444,14.54073,11.90823,14.52551,8.79219
6828,11.40177,13.85266,17.18462,13.46623,14.93783
6829,9.71186,14.67205,13.84611,14.80564,14.10734
6830,11.34765,11.77326,9.38884,13.15352,11.9204
6831,11.08353,12.10244,12.12344,12.48491,16.62244
6832,12.00427,14.93168,14.68129,14.10443,15.77062
6833,10.21777,12.28213,16.97896,8.06542,12.83801
6834,13.68762,14.82468,12.89374,16.37976,14.41602
6835,11.99744,11.00033,17.67213,13.82047,13.94093
6836,9.51018,15.34817,14.98507,13.72135,11.44359
6837,12.95379,12.97499,10.78043,15.78211,12.11535
6838,15.38418,16.61904,13.16477,17.63413,13.20153
6839,8.63621,8.18155,14.91123,11.5746,14.6235
6840,15.51511,16.17277,12.47065,16.8638,17.313
6841,9.27511,16.09349,17.19104,16.80593,14.35643
6842,8.74652,10.03842,14.98234,10.11141,18.08055
6843,13.06221,15.32035,13.92176,9.58599,12.19717
6844,11.3513,14.80713,17.38158,10.16822,7.53565
6845,7.79912,8.00486,14.47109,6.58135,14.90091
6846,14.39312,17.059,8.94782,14.85239,17.06393
6847,12.36629,10.92908,12.40059,13.31075,15.50674
6848,11.77364,11.67038,14.67749,15.68312,13.81417
6849,8.85766,16.31173,17.65151,13.67067,14.77036
6850,13.70159,15.26296,6.09802,12.70577,14.19175
6851,12.6243,10.86122,15.65526,16.34979,15.3047
6852,10.95335,14.29148,12.58978,13.81568,11.99547
6853,14.3037,14.65238,10.28387,14.71577,16.10244
6854,10.38642,9.6386,15.2663,13.41549,18.23943
6855,14.83637,15.63834,9.92502,12.72155,17.04533
6856,12.89168,10.21482,18.22544,13.76604,15.62432
6857,9.21048,10.46878,17.03646,8.37986,13.87892
6858,6.75102,8.03354,15.99916,8.11641,14.67024
6859,10.33498,15.28599,17.51204,14.89761,14.05101
6860,12.99066,14.03904,15.8118,15.40917,14.88058
6861,11.39669,14.91879,15.61191,10.1655,12.29667
6862,8.6633,14.96704,13.72865,14.35559,20.38863
6863,10.96234,12.31791,15.56832,14.20862,12.45524
6864,13.12668,10.9145,15.36007,12.93828,13.75837
6865,10.89495,14.4234,14.75018,16.35836,15.71672
6866,12.95131,13.43171,11.74705,14.88928,16.84958
6867,7.50091,12.48701,13.01729,5.66075,13.38772
6868,15.2814,15.34252,13.25884,15.83791,15.17906
6869,12.57731,11.95724,12.51075,17.55649,14.75601
6870,9.21259,6.87335,17.76475,10.1038,15.26695
6871,16.6258,16.17628,11.82558,14.34365,11.59846
6872,10.38922,18.22192,17.28438,16.07354,16.23159
6873,10.07967,13.62796,11.22494,7.69108,11.63172
6874,13.15867,13.29919,11.55434,15.17118,12.68451
6875,13.3072,10.80205,16.78941,14.36145,13.48307
6876,12.28229,15.874,18.52038,15.86853,17.19879
6877,14.81537,14.63929,12.46138,15.66773,15.11254
6878,13.63276,13.28731,11.9337,13.92023,10.20624
6879,10.30403,13.83564,11.64306,14.50473,11.94654
6880,9.73551,16.05738,11.00497,16.87127,20.41123
6881,12.20491,14.13127,13.61151,14.44804,15.83765
6882,8.34143,18.28754,19.59959,13.07531,13.30872
6883,12.24153,12.26309,12.58,14.41155,15.62049
6884,10.88477,17.62954,15.77997,15.51263,15.30002
6885,12.09805,15.34652,14.26423,15.35468,14.31148
6886,10.04729,13.21626,12.16113,14.38914,12.52675
6887,10.1257,12.92304,11.06417,12.42594,22.04904
6888,15.35656,17.21327,13.16774,15.66037,12.17504
6889,10.02586,14.81239,18.46074,16.0414,12.84012
6890,12.36627,11.00424,16.01344,11.76581,16.06691
6891,16.56477,13.74184,16.45463,9.94267,9.27762
6892,13.28791,13.89114,12.48566,16.80887,14.5922
6893,12.60309,10.7517,11.64967,11.37782,16.71376
6894,17.13496,11.86137,10.10746,14.99859,14.81333
6895,11.44111,11.41857,12.68336,12.83935,14.01518
6896,15.66904,14.76215,12.33115,15.97762,10.87529
6897,10.55017,13.30226,10.41632,9.99616,12.07037
6898,13.80379,17.08177,10.80366,13.933,16.74681
6899,12.1711,11.87689,13.093,17.11554,18.14539
6900,9.85971,10.75847,13.6862,9.56592,14.45915
6901,5.54695,8.8921,15.73697,9.16205,15.78169
6902,11.33406,17.67996,12.28549,15.68955,14.64523
6903,9.75565,14.21997,12.85959,17.03105,15.24617
6904,14.11634,12.91157,17.15163,14.91906,17.5439
6905,11.78778,17.06351,19.38424,17.37268,17.25235
